Legislation Number,Congress,Title,Sponsor,Party of Sponsor,Date of Introduction,Subject
S. 2273,115th Congress (2017-2018),A bill to extend the period during which vessels that are shorter than 79 feet in length and fishing vessels are not required to have a permit for discharges incidental to the normal operation of the vessel.,"Sullivan, Dan [Sen.-R-AK]",Republican,2017-12-21,Licensing and registrations
S. 2269,115th Congress (2017-2018),Global Food Security Reauthorization Act of 2017,"Casey, Robert P., Jr. [Sen.-D-PA]",Democratic,2017-12-21,International Affairs
S. 2248,115th Congress (2017-2018),Veterans Benefits and Transition Act of 2018,"Tester, Jon [Sen.-D-MT]",Democratic,2017-12-19,Monuments and memorials
S. 2246,115th Congress (2017-2018),"A bill to designate the health care center of the Department of Veterans Affairs in Tallahassee, Florida, as the Sergeant Ernest I. ""Boots"" Thomas VA Clinic, and for other purposes.","Nelson, Bill [Sen.-D-FL]",Democratic,2017-12-19,Armed Forces and National Security
S. 2245,115th Congress (2017-2018),KIWI Act,"Hirono, Mazie K. [Sen.-D-HI]",Democratic,2017-12-18,U.S. and foreign investments
S. 2200,115th Congress (2017-2018),National Integrated Drought Information System Reauthorization Act of 2018,"Thune, John [Sen.-R-SD]",Republican,2017-12-06,Climate change and greenhouse gases
S. 2155,115th Congress (2017-2018),"Economic Growth, Regulatory Relief, and Consumer Protection Act","Crapo, Mike [Sen.-R-ID]",Republican,2017-11-16,"Veterans' loans, housing, homeless programs"
S. 2152,115th Congress (2017-2018),"Amy, Vicky, and Andy Child Pornography Victim Assistance Act of 2018","Hatch, Orrin G. [Sen.-R-UT]",Republican,2017-11-16,Smuggling and trafficking
S. 2101,115th Congress (2017-2018),USS Indianapolis Congressional Gold Medal Act,"Donnelly, Joe [Sen.-D-IN]",Democratic,2017-11-08,Armed Forces and National Security
S. 2076,115th Congress (2017-2018),BOLD Infrastructure for Alzheimer's Act,"Collins, Susan M. [Sen.-R-ME]",Republican,2017-11-06,Health
S. 2074,115th Congress (2017-2018),"A bill to establish a procedure for the conveyance of certain Federal property around the Jamestown Reservoir in the State of North Dakota, and for other purposes.","Hoeven, John [Sen.-R-ND]",Republican,2017-11-02,Public Lands and Natural Resources
S. 2040,115th Congress (2017-2018),"A bill to designate the facility of the United States Postal Service located at 621 Kansas Avenue in Atchison, Kansas, as the ""Amelia Earhart Post Office Building"".","Roberts, Pat [Sen.-R-KS]",Republican,2017-10-31,Kansas
S. 2030,115th Congress (2017-2018),Ceiling Fan Energy Conservation Harmonization Act,"Tillis, Thomas [Sen.-R-NC]",Republican,2017-10-30,"Lighting, heating, cooling"
S. 1869,115th Congress (2017-2018),Whistleblower Protection Coordination Act,"Grassley, Chuck [Sen.-R-IA]",Republican,2017-09-27,Administrative remedies
S. 1866,115th Congress (2017-2018),"Hurricanes Harvey, Irma, and Maria Education Relief Act of 2017","Alexander, Lamar [Sen.-R-TN]",Republican,2017-09-26,Education
S. 1862,115th Congress (2017-2018),Trafficking Victims Protection Reauthorization Act of 2017,"Corker, Bob [Sen.-R-TN]",Republican,2017-09-26,Youth employment and child labor
S. 1768,115th Congress (2017-2018),National Earthquake Hazards Reduction Program Reauthorization Act of 2018,"Feinstein, Dianne [Sen.-D-CA]",Democratic,2017-09-06,Emergency Management
S. 1766,115th Congress (2017-2018),SAFER Act of 2017,"Cornyn, John [Sen.-R-TX]",Republican,2017-09-06,Health information and medical records
S. 1668,115th Congress (2017-2018),"A bill to rename a waterway in the State of New York as the ""Joseph Sanford Jr. Channel"".","Schumer, Charles E. [Sen.-D-NY]",Democratic,2017-07-27,New York City
S. 1617,115th Congress (2017-2018),"Javier Vega, Jr. Memorial Act of 2017","Cornyn, John [Sen.-R-TX]",Republican,2017-07-24,Border security and unlawful immigration
S. 1616,115th Congress (2017-2018),Bob Dole Congressional Gold Medal Act,"Roberts, Pat [Sen.-R-KS]",Republican,2017-07-24,Congress
S. 1595,115th Congress (2017-2018),Hizballah International Financing Prevention Amendments Act of 2018,"Rubio, Marco [Sen.-R-FL]",Republican,2017-07-20,"Intelligence activities, surveillance, classified information"
S. 1580,115th Congress (2017-2018),Protecting Girls' Access to Education in Vulnerable Settings Act,"Rubio, Marco [Sen.-R-FL]",Republican,2017-07-19,Child safety and welfare
S. 1536,115th Congress (2017-2018),Combating Human Trafficking in Commercial Vehicles Act,"Klobuchar, Amy [Sen.-D-MN]",Democratic,2017-07-12,Advisory bodies
S. 1532,115th Congress (2017-2018),No Human Trafficking on Our Roads Act,"Thune, John [Sen.-R-SD]",Republican,2017-07-12,Transportation employees
S. 1520,115th Congress (2017-2018),Modernizing Recreational Fisheries Management Act of 2018,"Wicker, Roger F. [Sen.-R-MS]",Republican,2017-07-10,Atlantic Ocean
S. 1438,115th Congress (2017-2018),Gateway Arch National Park Designation Act,"Blunt, Roy [Sen.-R-MO]",Republican,2017-06-26,Public Lands and Natural Resources
S. 1393,115th Congress (2017-2018),Jobs for Our Heroes Act,"Cornyn, John [Sen.-R-TX]",Republican,2017-06-21,Motor carriers
S. 1312,115th Congress (2017-2018),Trafficking Victims Protection Act of 2017,"Grassley, Chuck [Sen.-R-IA]",Republican,2017-06-07,Adoption and foster care
S. 1311,115th Congress (2017-2018),Abolish Human Trafficking Act of 2017,"Cornyn, John [Sen.-R-TX]",Republican,2017-06-07,Accounting and auditing
S. 1285,115th Congress (2017-2018),Oregon Tribal Economic Development Act,"Merkley, Jeff [Sen.-D-OR]",Democratic,2017-05-25,Oregon
S. 1282,115th Congress (2017-2018),A bill to redesignate certain clinics of the Department of Veterans Affairs located in Montana.,"Daines, Steve [Sen.-R-MT]",Republican,2017-05-25,Montana
S. 1266,115th Congress (2017-2018),Enhancing Veteran Care Act,"Inhofe, James M. [Sen.-R-OK]",Republican,2017-05-25,Armed Forces and National Security
S. 1182,115th Congress (2017-2018),National Flood Insurance Program Extension Act of 2018,"Young, Todd [Sen.-R-IN]",Republican,2017-05-18,Finance and Financial Sector
S. 1158,115th Congress (2017-2018),Elie Wiesel Genocide and Atrocities Prevention Act of 2018,"Cardin, Benjamin L. [Sen.-D-MD]",Democratic,2017-05-17,"Government ethics and transparency, public corruption"
S. 1141,115th Congress (2017-2018),"Women, Peace, and Security Act of 2017","Shaheen, Jeanne [Sen.-D-NH]",Democratic,2017-05-16,Human rights
S. 1094,115th Congress (2017-2018),Department of Veterans Affairs Accountability and Whistleblower Protection Act of 2017,"Rubio, Marco [Sen.-R-FL]",Republican,2017-05-11,Armed Forces and National Security
S. 1091,115th Congress (2017-2018),Supporting Grandparents Raising Grandchildren Act,"Collins, Susan M. [Sen.-R-ME]",Republican,2017-05-10,Drug trafficking and controlled substances
S. 1083,115th Congress (2017-2018),"A bill to amend section 1214 of title 5, United States Code, to provide for stays during a period that the Merit Systems Protection Board lacks a quorum.","Johnson, Ron [Sen.-R-WI]",Republican,2017-05-10,Merit Systems Protection Board
S. 1050,115th Congress (2017-2018),Chinese-American World War II Veteran Congressional Gold Medal Act,"Duckworth, Tammy [Sen.-D-IL]",Democratic,2017-05-04,Asia
S. 1023,115th Congress (2017-2018),Tropical Forest Conservation Reauthorization Act of 2018,"Portman, Rob [Sen.-R-OH]",Republican,2017-05-03,Aquatic ecology
S. 994,115th Congress (2017-2018),Protecting Religiously Affiliated Institutions Act of 2018,"Hatch, Orrin G. [Sen.-R-UT]",Republican,2017-05-01,Religion
S. 943,115th Congress (2017-2018),Johnson-O'Malley Supplemental Indian Education Program Modernization Act,"Heitkamp, Heidi [Sen.-D-ND]",Democratic,2017-04-26,Government information and archives
S. 931,115th Congress (2017-2018),"A bill to designate the facility of the United States Postal Service located at 4910 Brighton Boulevard in Denver, Colorado, as the ""George Sakato Post Office"".","Gardner, Cory [Sen.-R-CO]",Republican,2017-04-25,Postal service
S. 920,115th Congress (2017-2018),National Clinical Care Commission Act,"Shaheen, Jeanne [Sen.-D-NH]",Democratic,2017-04-24,Advisory bodies
S. 899,115th Congress (2017-2018),Veterans Providing Healthcare Transition Improvement Act,"Hirono, Mazie K. [Sen.-D-HI]",Democratic,2017-04-07,"Veterans' education, employment, rehabilitation"
S. 831,115th Congress (2017-2018),"A bill to designate the facility of the United States Postal Service located at 120 West Pike Street in Canonsburg, Pennsylvania, as the ""Police Officer Scott Bashioum Post Office Building"".","Toomey, Patrick [Sen.-R-PA]",Republican,2017-04-05,Pennsylvania
S. 825,115th Congress (2017-2018),Southeast Alaska Regional Health Consortium Land Transfer Act of 2017,"Murkowski, Lisa [Sen.-R-AK]",Republican,2017-04-04,Minority health
S. 810,115th Congress (2017-2018),"A bill to facilitate construction of a bridge on certain property in Christian County, Missouri, and for other purposes.","Blunt, Roy [Sen.-R-MO]",Republican,2017-04-04,Disaster relief and insurance
S. 791,115th Congress (2017-2018),Small Business Innovation Protection Act of 2017,"Peters, Gary C. [Sen.-D-MI]",Democratic,2017-03-30,Small business
S. 782,115th Congress (2017-2018),PROTECT Our Children Act of 2017,"Cornyn, John [Sen.-R-TX]",Republican,2017-03-30,Crime prevention
S. 772,115th Congress (2017-2018),Ashlynne Mike AMBER Alert in Indian Country Act,"McCain, John [Sen.-R-AZ]",Republican,2017-03-29,Law enforcement administration and funding
S. 770,115th Congress (2017-2018),NIST Small Business Cybersecurity Act,"Schatz, Brian [Sen.-D-HI]",Democratic,2017-03-29,Computer security and identity theft
S. 756,115th Congress (2017-2018),First Step Act of 2018,"Sullivan, Dan [Sen.-R-AK]",Republican,2017-03-29,Trade agreements and negotiations
S. 717,115th Congress (2017-2018),Pro bono Work to Empower and Represent Act of 2018,"Sullivan, Dan [Sen.-R-AK]",Republican,2017-03-23,Assault and harassment offenses
S. 652,115th Congress (2017-2018),Early Hearing Detection and Intervention Act of 2017,"Portman, Rob [Sen.-R-OH]",Republican,2017-03-15,Research administration and funding
S. 585,115th Congress (2017-2018),Dr. Chris Kirkpatrick Whistleblower Protection Act of 2017,"Johnson, Ron [Sen.-R-WI]",Republican,2017-03-08,Merit Systems Protection Board
S. 583,115th Congress (2017-2018),American Law Enforcement Heroes Act of 2017,"Cornyn, John [Sen.-R-TX]",Republican,2017-03-08,Law enforcement administration and funding
S. 544,115th Congress (2017-2018),"A bill to amend the Veterans Access, Choice, and Accountability Act of 2014 to modify the termination date for the Veterans Choice Program, and for other purposes.","Tester, Jon [Sen.-D-MT]",Democratic,2017-03-07,Armed Forces and National Security
S. 534,115th Congress (2017-2018),Protecting Young Victims from Sexual Abuse and Safe Sport Authorization Act of 2017,"Feinstein, Dianne [Sen.-D-CA]",Democratic,2017-03-06,Athletes
S. 512,115th Congress (2017-2018),Nuclear Energy Innovation and Modernization Act,"Barrasso, John [Sen.-R-WY]",Republican,2017-03-02,Administrative law and regulatory procedures
S. 504,115th Congress (2017-2018),Asia-Pacific Economic Cooperation Business Travel Cards Act of 2017,"Hirono, Mazie K. [Sen.-D-HI]",Democratic,2017-03-02,Travel and tourism
S. 496,115th Congress (2017-2018),"A bill to repeal the rule issued by the Federal Highway Administration and the Federal Transit Administration entitled ""Metropolitan Planning Organization Coordination and Planning Area Reform"".","Duckworth, Tammy [Sen.-D-IL]",Democratic,2017-03-02,Urban and suburban affairs and development
S. 490,115th Congress (2017-2018),A bill to reinstate and extend the deadline for commencement of construction of a hydroelectric project involving the Gibson Dam.,"Daines, Steve [Sen.-R-MT]",Republican,2017-03-02,Energy
S. 447,115th Congress (2017-2018),Justice for Uncompensated Survivors Today (JUST) Act of 2017,"Baldwin, Tammy [Sen.-D-WI]",Democratic,2017-02-27,"Art, artists, authorship"
S. 442,115th Congress (2017-2018),National Aeronautics and Space Administration Transition Authorization Act of 2017,"Cruz, Ted [Sen.-R-TX]",Republican,2017-02-17,Accidents
S. 440,115th Congress (2017-2018),A bill to establish a procedure for the conveyance of certain Federal property around the Dickinson Reservoir in the State of North Dakota.,"Hoeven, John [Sen.-R-ND]",Republican,2017-02-17,North Dakota
S. 419,115th Congress (2017-2018),Public Safety Officers' Benefits Improvement Act of 2017,"Grassley, Chuck [Sen.-R-IA]",Republican,2017-02-16,Administrative law and regulatory procedures
S. 371,115th Congress (2017-2018),"Department of State Authorities Act, Fiscal Year 2017, Improvements Act","Corker, Bob [Sen.-R-TN]",Republican,2017-02-14,Asia
S. 327,115th Congress (2017-2018),Fair Access to Investment Research Act of 2017,"Heller, Dean [Sen.-R-NV]",Republican,2017-02-07,Securities
S. 324,115th Congress (2017-2018),State Veterans Home Adult Day Health Care Improvement Act of 2017,"Hatch, Orrin G. [Sen.-R-UT]",Republican,2017-02-07,Adult day care
S. 305,115th Congress (2017-2018),Vietnam War Veterans Recognition Act of 2017,"Toomey, Patrick [Sen.-R-PA]",Republican,2017-02-03,Armed Forces and National Security
S. 292,115th Congress (2017-2018),Childhood Cancer STAR Act,"Reed, Jack [Sen.-D-RI]",Democratic,2017-02-02,Advisory bodies
S. 245,115th Congress (2017-2018),Indian Tribal Energy Development and Self-Determination Act Amendments of 2017,"Hoeven, John [Sen.-R-ND]",Republican,2017-01-30,Alaska
S. 204,115th Congress (2017-2018),"Trickett Wendler, Frank Mongiello, Jordan McLinn, and Matthew Bellina Right to Try Act of 2017","Johnson, Ron [Sen.-R-WI]",Republican,2017-01-24,"Health technology, devices, supplies"
S. 190,115th Congress (2017-2018),Power And Security Systems (PASS) Act,"Gardner, Cory [Sen.-R-CO]",Republican,2017-01-23,Administrative law and regulatory procedures
S. 188,115th Congress (2017-2018),EGO Act,"Cassidy, Bill [Sen.-R-LA]",Republican,2017-01-23,"Presidents and presidential powers, Vice Presidents"
S. 178,115th Congress (2017-2018),Elder Abuse Prevention and Prosecution Act,"Grassley, Chuck [Sen.-R-IA]",Republican,2017-01-20,State and local government operations
S. 167,115th Congress (2017-2018),National Memorial to Fallen Educators Act,"Moran, Jerry [Sen.-R-KS]",Republican,2017-01-17,Kansas
S. 140,115th Congress (2017-2018),Frank LoBiondo Coast Guard Authorization Act of 2018,"Flake, Jeff [Sen.-R-AZ]",Republican,2017-01-12,Arizona
S. 139,115th Congress (2017-2018),FISA Amendments Reauthorization Act of 2017,"Hatch, Orrin G. [Sen.-R-UT]",Republican,2017-01-12,Department of Justice
S. 117,115th Congress (2017-2018),Alex Diekmann Peak Designation Act of 2017,"Daines, Steve [Sen.-R-MT]",Republican,2017-01-12,Public Lands and Natural Resources
S. 114,115th Congress (2017-2018),VA Choice and Quality Employment Act of 2017,"Heller, Dean [Sen.-R-NV]",Republican,2017-01-12,Appropriations
